sample_TAG,species,season,zone,site,num_increment,delta13C,delta15N,C_percent,N_percent,source,labels,taxa,feeding_mode,mobility,lip_dw_percent,class,stade,length_TL_cm,lon,lat
Solea_solea_CF5-C6_C0733,Solea_solea,spring,Chenal,CF5-C6,C0733,-18.34,15.55,45.45,13.52,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,186,0.1534,49.4391
Solea_solea_CF5-C6_C0734,Solea_solea,spring,Chenal,CF5-C6,C0734,-18.75,14.09,42.89,13.07,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,174,0.1534,49.4391
Solea_solea_CF5-C6_C0806,Solea_solea,spring,Chenal,CF5-C6,C0806,-18.77,12.44,45.08,13.59,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,52,0.1534,49.4391
Solea_solea_CF6-C7_C0846,Solea_solea,spring,Chenal,CF6-C7,C0846,-18.42,13.3,46.19,14.43,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,173,0.116866667,49.43996667
Solea_solea_CF6-C7_C0849,Solea_solea,spring,Chenal,CF6-C7,C0849,-19.56,14.72,46.89,14.52,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,143,0.116866667,49.43996667
Solea_solea_AN5_C0860,Solea_solea,spring,Embouchure,AN5,C0860,-19.15,15.13,45.95,14.35,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,155,0.064883333,49.4564
Solea_solea_AS2_C0854,Solea_solea,spring,Embouchure,AS2,C0854,-17.35,16.44,47.34,14.76,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,172,0.0523,49.42851667
Solea_solea_AS4_C0852,Solea_solea,spring,Embouchure,AS4,C0852,-17.81,13.4,46.64,14.48,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,148,0.059283333,49.41455
Solea_solea_AS4_C0859,Solea_solea,spring,Embouchure,AS4,C0859,-18.65,13.54,46.73,14.41,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,125,0.059283333,49.41455
Solea_solea_EM10_C0855,Solea_solea,spring,Embouchure,EM10,C0855,-17.29,12.59,45.86,14.29,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,170,-0.01325,49.4848
Solea_solea_EM10_C0861,Solea_solea,spring,Embouchure,EM10,C0861,-15.63,13.22,48.49,15.09,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,153,-0.01325,49.4848
Solea_solea_EM14_C0758,Solea_solea,spring,Embouchure,EM14,C0758,-16.86,12.49,45.61,13.99,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,150,-0.004816667,49.43655
Solea_solea_EM14_C0759,Solea_solea,spring,Embouchure,EM14,C0759,-17.1,13.07,45.7,13.79,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,152,-0.004816667,49.43655
Solea_solea_EM14_C0760,Solea_solea,spring,Embouchure,EM14,C0760,-17.3,13.23,45.28,13.85,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,153,-0.004816667,49.43655
Solea_solea_EM14_C0761,Solea_solea,spring,Embouchure,EM14,C0761,-17.37,13.05,45.51,13.96,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,138,-0.004816667,49.43655
Solea_solea_EM14_C0762,Solea_solea,spring,Embouchure,EM14,C0762,-17.14,12.43,45.83,14.3,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,192,-0.004816667,49.43655
Solea_solea_EM14_C0763,Solea_solea,spring,Embouchure,EM14,C0763,-17.03,12.59,46.47,14.25,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,157,-0.004816667,49.43655
Solea_solea_EM14_C0764,Solea_solea,spring,Embouchure,EM14,C0764,-16.75,13.29,46.83,14.43,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,162,-0.004816667,49.43655
Solea_solea_EM14_C0765,Solea_solea,spring,Embouchure,EM14,C0765,-16.24,12.75,45.69,13.98,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,168,-0.004816667,49.43655
Solea_solea_EM14_C0766,Solea_solea,spring,Embouchure,EM14,C0766,-16.81,12.47,46.23,14.02,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,147,-0.004816667,49.43655
Solea_solea_EM14_C0767,Solea_solea,spring,Embouchure,EM14,C0767,-17.2,13.35,47.08,14.44,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,159,-0.004816667,49.43655
Solea_solea_EM3_C0863,Solea_solea,spring,Embouchure,EM3,C0863,-16.78,12.08,46.35,14.53,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,163,0.012416667,49.40271667
Solea_solea_EM7_C0862,Solea_solea,spring,Embouchure,EM7,C0862,-16.03,13.23,45.39,14.31,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,185,-0.00355,49.4251
Solea_solea_CC5-FN1_C0848,Solea_solea,spring,Fosse Nord,CC5-FN1,C0848,-18.45,14.57,46.87,14.48,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S3,181,0.26315,49.44073333
Solea_solea_CC5-FN1_C0850,Solea_solea,spring,Fosse Nord,CC5-FN1,C0850,-19.33,14.44,47.25,14.8,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S3,193,0.26315,49.44073333
Solea_solea_CC5-FN1_C0851,Solea_solea,spring,Fosse Nord,CC5-FN1,C0851,-18.68,14.4,47.37,14.78,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S3,173,0.26315,49.44073333
Solea_solea_FN6_C0845,Solea_solea,spring,Fosse Nord,FN6,C0845,-19.86,14.35,47.3,14.64,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,152,0.148466667,49.44855
Solea_solea_FN6_C0847,Solea_solea,spring,Fosse Nord,FN6,C0847,-19.8,14.39,46.79,14.49,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,141,0.148466667,49.44855
Solea_solea_FN8_C0748,Solea_solea,spring,Fosse Nord,FN8,C0748,-19.71,14.09,46.9,14.24,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,157,0.125866667,49.44903333
Solea_solea_FN8_C0749,Solea_solea,spring,Fosse Nord,FN8,C0749,-19.79,15.01,45.51,13.79,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,143,0.125866667,49.44903333
Solea_solea_FN8_C0750,Solea_solea,spring,Fosse Nord,FN8,C0750,-18.69,15.01,43.64,12.64,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,158,0.125866667,49.44903333
Solea_solea_FN8_C0751,Solea_solea,spring,Fosse Nord,FN8,C0751,-19.76,14.07,46.1,14.08,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,143,0.125866667,49.44903333
Solea_solea_FN8_C0752,Solea_solea,spring,Fosse Nord,FN8,C0752,-18.73,13.39,47.78,14.37,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,159,0.125866667,49.44903333
Solea_solea_FN8_C0753,Solea_solea,spring,Fosse Nord,FN8,C0753,-19.97,14.58,45.42,13.93,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,129,0.125866667,49.44903333
Solea_solea_FN8_C0754,Solea_solea,spring,Fosse Nord,FN8,C0754,-17.95,13.54,47.25,14.42,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,150,0.125866667,49.44903333
Solea_solea_FN8_C0755,Solea_solea,spring,Fosse Nord,FN8,C0755,-19.7,14.49,45.95,14.08,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,149,0.125866667,49.44903333
Solea_solea_FN8_C0756,Solea_solea,spring,Fosse Nord,FN8,C0756,-19.97,14.47,46.66,14.16,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,126,0.125866667,49.44903333
Solea_solea_FN8_C0757,Solea_solea,spring,Fosse Nord,FN8,C0757,-18.79,13.52,46.04,14.17,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,164,0.125866667,49.44903333
Solea_solea_CF3-FS2_C0839,Solea_solea,spring,Fosse Sud,FS2,C0839,-18.94,12.97,47.01,14.63,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,180,0.170133333,49.41648333
Solea_solea_FS3_C0844,Solea_solea,spring,Fosse Sud,FS3,C0844,-19.61,13.65,46.73,14.39,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,150,0.141633333,49.42208333
Solea_solea_CF2-FS4_C0835,Solea_solea,spring,Fosse Sud,FS4,C0835,-18.36,13.19,47.26,14.61,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,167,0.089516667,49.4161
Solea_solea_CF2-FS4_C0840,Solea_solea,spring,Fosse Sud,FS4,C0840,-16.64,12.92,47.45,14.67,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,188,0.089516667,49.4161
Solea_solea_FS4_C0837,Solea_solea,spring,Fosse Sud,FS4,C0837,-19.11,12.18,47.06,14.5,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,147,0.089516667,49.4161
Solea_solea_FS4_C0841,Solea_solea,spring,Fosse Sud,FS4,C0841,-19.19,13.57,45.68,14.04,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,133,0.089516667,49.4161
Solea_solea_CF1-FS5_C0843,Solea_solea,spring,Fosse Sud,FS5,C0843,-17.86,13.32,46.33,14.4,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,162,0.092183333,49.40553333
Solea_solea_FS5_C0738,Solea_solea,spring,Fosse Sud,FS5,C0738,-17.45,13.11,46.92,14.34,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,159,0.092183333,49.40553333
Solea_solea_FS5_C0739,Solea_solea,spring,Fosse Sud,FS5,C0739,-18.83,13.03,44.37,13.67,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,149,0.092183333,49.40553333
Solea_solea_FS5_C0740,Solea_solea,spring,Fosse Sud,FS5,C0740,-18.83,13.08,46.06,14.01,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,142,0.092183333,49.40553333
Solea_solea_FS5_C0741,Solea_solea,spring,Fosse Sud,FS5,C0741,-18.6,12.96,45.16,13.73,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,147,0.092183333,49.40553333
Solea_solea_FS5_C0742,Solea_solea,spring,Fosse Sud,FS5,C0742,-19.49,13.68,45.78,14.02,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,142,0.092183333,49.40553333
Solea_solea_FS5_C0743,Solea_solea,spring,Fosse Sud,FS5,C0743,-18.68,13.25,43.59,12.89,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,152,0.092183333,49.40553333
Solea_solea_FS5_C0744,Solea_solea,spring,Fosse Sud,FS5,C0744,-18.86,12.81,45.84,13.91,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,153,0.092183333,49.40553333
Solea_solea_FS5_C0745,Solea_solea,spring,Fosse Sud,FS5,C0745,-16.07,13.08,46.42,14.2,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,172,0.092183333,49.40553333
Solea_solea_FS5_C0746,Solea_solea,spring,Fosse Sud,FS5,C0746,-15.99,13.36,46.75,14.34,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,168,0.092183333,49.40553333
Solea_solea_FS5_C0747,Solea_solea,spring,Fosse Sud,FS5,C0747,-18.52,12.67,46.98,14.36,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,150,0.092183333,49.40553333
Solea_solea_FS5_C0836,Solea_solea,spring,Fosse Sud,FS5,C0836,-18.1,13.03,45.78,14.09,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,129,0.092183333,49.40553333
Solea_solea_FS5_C0838,Solea_solea,spring,Fosse Sud,FS5,C0838,-15.98,12.85,46.86,14.57,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,196,0.092183333,49.40553333
Solea_solea_FS5_C0842,Solea_solea,spring,Fosse Sud,FS5,C0842,-17.03,12.58,47.57,14.84,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,160,0.092183333,49.40553333
0617 Pool EM Soles G0,Solea_solea,spring,Embouchure,NA,NA,-17.7575,10.702000000000002,NA,NA,CHOPIN,Solea s.,Fish,Omnivore,Mobile,2.17,G0,NA,2.9935483870967747,NA,NA
